conductorMaterial,cableCoreArrangement,cableType,circuitType,description,unenclosed_spaced.current,unenclosed_spaced.installTemp,unenclosed_spaced.cableArrangement,unenclosed_touching.current,unenclosed_touching.installTemp,unenclosed_touching.cableArrangement,enclosed_conduit.current,enclosed_conduit.installTemp,enclosed_conduit.cableArrangement,enclosed_partial.current,enclosed_partial.installTemp,enclosed_partial.cableArrangement,enclosed_complete.current,enclosed_complete.installTemp,enclosed_complete.cableArrangement,buried_direct.current,buried_direct.installTemp,buried_direct.cableArrangement,underground_ducts.current,underground_ducts.installTemp,underground_ducts.cableArrangement,activeCores.size,activeCores.sizeUnit,activeCores.number,neutralCores.size,neutralCores.sizeUnit,neutralCores.number,earthCores.size,earthCores.sizeUnit,earthCores.number,insulation.name,insulation.code,insulation.conductorTemperature,insulation.maxTemperature,sheath,CableScreen.name,CableScreen.faultWithstand,armoured,CoreScreen.type,voltRating,isFlex,impedance.MVAM,impedance.rOhmsPerKM,impedance.xOhmsPerKM,impedance.zOhmsPerKM,manufacturer.name,manufacturer.partNumber,rev.number,rev.date
CU,4C+E,POWER,MULTI,4C+E 240MM2 CU XLPE/SWA/PVC X-90 0.6/1kV,517,40,NIL,479,40,NIL,386,40,NIL,383,40,NIL,0,40,NIL,504,25,NIL,411,25,NIL,240,MM2,3,240,MM2,1,95,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.216,0,0,0,OLEX,,A,
CU,4C+E,POWER,MULTI,4C+E 300MM2 CU XLPE/SWA/PVC X-90 0.6/1kV,594,40,NIL,549,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,567,25,NIL,463,25,NIL,300,MM2,3,300,MM2,1,120,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.19,0,0,0,OLEX,,A,
CU,4C+E,POWER,MULTI,4C+E 400MM2 CU XLPE/SWA/PVC X-90 0.6/1kV,685,40,NIL,632,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,640,25,NIL,524,25,NIL,400,MM2,3,400,MM2,1,120,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.171,0,0,0,OLEX,,A,
CU,4C+E,POWER,MULTI,4C+E 500MM2 CU XLPE/SWA/PVC X-90 0.6/1kV,779,40,NIL,718,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,714,25,NIL,601,25,NIL,500,MM2,3,500,MM2,1,120,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.158,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 1.5MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,0,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,0,25,NIL,0,25,NIL,1.5,MM2,3,1.5,MM2,1,0,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 2.5MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,0,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,0,25,NIL,0,25,NIL,2.5,MM2,3,2.5,MM2,1,0,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 4MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,0,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,0,25,NIL,0,25,NIL,4,MM2,3,4,MM2,1,0,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 6MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,0,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,0,25,NIL,0,25,NIL,6,MM2,3,6,MM2,1,0,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 10MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,0,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,0,25,NIL,0,25,NIL,10,MM2,3,10,MM2,1,0,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 16MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,68,40,NIL,64,40,NIL,53,40,NIL,51,40,NIL,32,40,NIL,85,25,NIL,63,25,NIL,16,MM2,3,16,MM2,1,4,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,4.24,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 25MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,93,40,NIL,86,40,NIL,71,40,NIL,69,40,NIL,43,40,NIL,111,25,NIL,83,25,NIL,25,MM2,3,25,MM2,1,6,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,2.67,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 35MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,114,40,NIL,106,40,NIL,88,40,NIL,85,40,NIL,53,40,NIL,133,25,NIL,101,25,NIL,35,MM2,3,35,MM2,1,6,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,1.93,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 50MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,140,40,NIL,130,40,NIL,105,40,NIL,104,40,NIL,0,40,NIL,159,25,NIL,120,25,NIL,50,MM2,3,50,MM2,1,10,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,1.43,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 70MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,178,40,NIL,165,40,NIL,134,40,NIL,132,40,NIL,0,40,NIL,195,25,NIL,150,25,NIL,70,MM2,3,70,MM2,1,10,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.993,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 95MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,220,40,NIL,204,40,NIL,162,40,NIL,163,40,NIL,0,40,NIL,234,25,NIL,181,25,NIL,95,MM2,3,95,MM2,1,16,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.723,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 120MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,256,40,NIL,238,40,NIL,192,40,NIL,190,40,NIL,0,40,NIL,267,25,NIL,210,25,NIL,120,MM2,3,120,MM2,1,25,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.577,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 150MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,293,40,NIL,272,40,NIL,216,40,NIL,218,40,NIL,0,40,NIL,299,25,NIL,236,25,NIL,150,MM2,3,150,MM2,1,25,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.476,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 185MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,340,40,NIL,315,40,NIL,251,40,NIL,252,40,NIL,0,40,NIL,340,25,NIL,272,25,NIL,185,MM2,3,185,MM2,1,35,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.388,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 240MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,405,40,NIL,375,40,NIL,303,40,NIL,300,40,NIL,0,40,NIL,395,25,NIL,322,25,NIL,240,MM2,3,240,MM2,1,50,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.307,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 300MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,467,40,NIL,432,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,446,25,NIL,365,25,NIL,300,MM2,3,300,MM2,1,70,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.258,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 400MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,546,40,NIL,504,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,510,25,NIL,417,25,NIL,400,MM2,3,400,MM2,1,95,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.216,0,0,0,OLEX,,A,
AL,4C+E,POWER,MULTI,4C+E 500MM2 AL XLPE/SWA/PVC X-90 0.6/1kV,629,40,NIL,579,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,577,25,NIL,485,25,NIL,500,MM2,3,500,MM2,1,95,MM2,1,XLPE,X-90,90,250,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.189,0,0,0,OLEX,,A,
