conductorMaterial,cableCoreArrangement,cableType,circuitType,description,unenclosed_spaced.current,unenclosed_spaced.installTemp,unenclosed_spaced.cableArrangement,unenclosed_touching.current,unenclosed_touching.installTemp,unenclosed_touching.cableArrangement,enclosed_conduit.current,enclosed_conduit.installTemp,enclosed_conduit.cableArrangement,enclosed_partial.current,enclosed_partial.installTemp,enclosed_partial.cableArrangement,enclosed_complete.current,enclosed_complete.installTemp,enclosed_complete.cableArrangement,buried_direct.current,buried_direct.installTemp,buried_direct.cableArrangement,underground_ducts.current,underground_ducts.installTemp,underground_ducts.cableArrangement,activeCores.size,activeCores.sizeUnit,activeCores.number,neutralCores.size,neutralCores.sizeUnit,neutralCores.number,earthCores.size,earthCores.sizeUnit,earthCores.number,insulation.name,insulation.code,insulation.conductorTemperature,insulation.maxTemperature,sheath,CableScreen.name,CableScreen.faultWithstand,armoured,CoreScreen.type,voltRating,isFlex,impedance.MVAM,impedance.rOhmsPerKM,impedance.xOhmsPerKM,impedance.zOhmsPerKM,manufacturer.name,manufacturer.partNumber,rev.number,rev.date
CU,3C+E,POWER,MULTI,3C+E 4MM2 CU PVC/SWA/PVC V-75 0.6/1kV,31,40,NIL,29,40,NIL,25,40,NIL,23,40,NIL,15,40,NIL,33,25,NIL,33,25,NIL,4,MM2,3,0,MM2,0,2.5,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,9.71,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 6MM2 CU PVC/SWA/PVC V-75 0.6/1kV,40,40,NIL,37,40,NIL,33,40,NIL,30,40,NIL,19,40,NIL,42,25,NIL,42,25,NIL,6,MM2,3,0,MM2,0,2.5,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,6.49,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 10MM2 CU PVC/SWA/PVC V-75 0.6/1kV,54,40,NIL,51,40,NIL,44,40,NIL,41,40,NIL,25,40,NIL,55,25,NIL,55,25,NIL,10,MM2,3,0,MM2,0,4,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,3.86,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 16MM2 CU PVC/SWA/PVC V-75 0.6/1kV,72,40,NIL,68,40,NIL,58,40,NIL,54,40,NIL,34,40,NIL,96,25,NIL,73,25,NIL,16,MM2,3,0,MM2,0,6,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,2.43,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 25MM2 CU PVC/SWA/PVC V-75 0.6/1kV,97,40,NIL,91,40,NIL,76,40,NIL,73,40,NIL,46,40,NIL,125,25,NIL,94,25,NIL,25,MM2,3,0,MM2,0,6,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,1.54,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 35MM2 CU PVC/SWA/PVC V-75 0.6/1kV,120,40,NIL,112,40,NIL,94,40,NIL,90,40,NIL,56,40,NIL,150,25,NIL,114,25,NIL,35,MM2,3,0,MM2,0,10,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,1.11,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 50MM2 CU PVC/SWA/PVC V-75 0.6/1kV,146,40,NIL,137,40,NIL,112,40,NIL,109,40,NIL,0,40,NIL,178,25,NIL,136,25,NIL,50,MM2,3,0,MM2,0,16,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.829,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 70MM2 CU PVC/SWA/PVC V-75 0.6/1kV,185,40,NIL,172,40,NIL,142,40,NIL,138,40,NIL,0,40,NIL,219,25,NIL,170,25,NIL,70,MM2,3,0,MM2,0,25,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.583,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 95MM2 CU PVC/SWA/PVC V-75 0.6/1kV,228,40,NIL,213,40,NIL,177,40,NIL,170,40,NIL,0,40,NIL,263,25,NIL,208,25,NIL,95,MM2,3,0,MM2,0,25,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.431,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 120MM2 CU PVC/SWA/PVC V-75 0.6/1kV,265,40,NIL,247,40,NIL,202,40,NIL,198,40,NIL,0,40,NIL,300,25,NIL,237,25,NIL,120,MM2,3,0,MM2,0,35,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.351,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 150MM2 CU PVC/SWA/PVC V-75 0.6/1kV,303,40,NIL,282,40,NIL,228,40,NIL,226,40,NIL,0,40,NIL,336,25,NIL,266,25,NIL,150,MM2,3,0,MM2,0,50,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.296,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 185MM2 CU PVC/SWA/PVC V-75 0.6/1kV,348,40,NIL,324,40,NIL,263,40,NIL,259,40,NIL,0,40,NIL,379,25,NIL,304,25,NIL,185,MM2,3,0,MM2,0,70,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.251,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 240MM2 CU PVC/SWA/PVC V-75 0.6/1kV,412,40,NIL,383,40,NIL,316,40,NIL,307,40,NIL,0,40,NIL,438,25,NIL,359,25,NIL,240,MM2,3,0,MM2,0,95,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.21,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 300MM2 CU PVC/SWA/PVC V-75 0.6/1kV,472,40,NIL,438,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,493,25,NIL,404,25,NIL,300,MM2,3,0,MM2,0,120,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.186,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 400MM2 CU PVC/SWA/PVC V-75 0.6/1kV,544,40,NIL,504,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,557,25,NIL,468,25,NIL,400,MM2,3,0,MM2,0,120,MM2,1,PVC,V-75,75,140,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.168,0,0,0,Olex,,A,
CU,3C+E,POWER,MULTI,3C+E 500MM2 CU PVC/SWA/PVC V-75 0.6/1kV,616,40,NIL,571,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,620,25,NIL,522,25,NIL,500,MM2,3,0,MM2,0,120,MM2,1,PVC,V-75,75,140,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.156,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 1MM2 CU PVC/SWA/PVC V-75 0.6/1kV,13,40,NIL,12,40,NIL,11,40,NIL,9,40,NIL,6,40,NIL,14,25,NIL,14,25,NIL,1,MM2,3,1,MM2,1,1,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,44.7,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 1.5MM2 CU PVC/SWA/PVC V-75 0.6/1kV,16,40,NIL,15,40,NIL,14,40,NIL,12,40,NIL,8,40,NIL,18,25,NIL,18,25,NIL,1.5,MM2,3,1.5,MM2,1,1.5,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,28.6,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 2.5MM2 CU PVC/SWA/PVC V-75 0.6/1kV,23,40,NIL,22,40,NIL,20,40,NIL,17,40,NIL,11,40,NIL,25,25,NIL,25,25,NIL,2.5,MM2,3,2.5,MM2,1,2.5,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,15.6,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 4MM2 CU PVC/SWA/PVC V-75 0.6/1kV,31,40,NIL,29,40,NIL,25,40,NIL,23,40,NIL,15,40,NIL,33,25,NIL,33,25,NIL,4,MM2,3,4,MM2,1,2.5,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,9.71,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 6MM2 CU PVC/SWA/PVC V-75 0.6/1kV,40,40,NIL,37,40,NIL,33,40,NIL,30,40,NIL,19,40,NIL,42,25,NIL,42,25,NIL,6,MM2,3,6,MM2,1,2.5,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,6.49,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 10MM2 CU PVC/SWA/PVC V-75 0.6/1kV,54,40,NIL,51,40,NIL,44,40,NIL,41,40,NIL,25,40,NIL,55,25,NIL,55,25,NIL,10,MM2,3,10,MM2,1,4,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,3.86,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 16MM2 CU PVC/SWA/PVC V-75 0.6/1kV,72,40,NIL,68,40,NIL,58,40,NIL,54,40,NIL,34,40,NIL,96,25,NIL,73,25,NIL,16,MM2,3,16,MM2,1,6,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,2.43,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 25MM2 CU PVC/SWA/PVC V-75 0.6/1kV,97,40,NIL,91,40,NIL,76,40,NIL,73,40,NIL,46,40,NIL,125,25,NIL,94,25,NIL,25,MM2,3,25,MM2,1,6,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,1.54,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 35MM2 CU PVC/SWA/PVC V-75 0.6/1kV,120,40,NIL,112,40,NIL,94,40,NIL,90,40,NIL,56,40,NIL,150,25,NIL,114,25,NIL,35,MM2,3,35,MM2,1,10,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,1.11,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 50MM2 CU PVC/SWA/PVC V-75 0.6/1kV,146,40,NIL,137,40,NIL,112,40,NIL,109,40,NIL,0,40,NIL,178,25,NIL,136,25,NIL,50,MM2,3,50,MM2,1,16,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.829,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 70MM2 CU PVC/SWA/PVC V-75 0.6/1kV,185,40,NIL,172,40,NIL,142,40,NIL,138,40,NIL,0,40,NIL,219,25,NIL,170,25,NIL,70,MM2,3,70,MM2,1,25,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.583,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 95MM2 CU PVC/SWA/PVC V-75 0.6/1kV,228,40,NIL,213,40,NIL,177,40,NIL,170,40,NIL,0,40,NIL,263,25,NIL,208,25,NIL,95,MM2,3,95,MM2,1,25,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.431,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 120MM2 CU PVC/SWA/PVC V-75 0.6/1kV,265,40,NIL,247,40,NIL,202,40,NIL,198,40,NIL,0,40,NIL,300,25,NIL,237,25,NIL,120,MM2,3,120,MM2,1,35,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.351,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 150MM2 CU PVC/SWA/PVC V-75 0.6/1kV,303,40,NIL,282,40,NIL,228,40,NIL,226,40,NIL,0,40,NIL,336,25,NIL,266,25,NIL,150,MM2,3,150,MM2,1,50,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.296,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 185MM2 CU PVC/SWA/PVC V-75 0.6/1kV,348,40,NIL,324,40,NIL,263,40,NIL,259,40,NIL,0,40,NIL,379,25,NIL,304,25,NIL,185,MM2,3,185,MM2,1,70,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.251,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 240MM2 CU PVC/SWA/PVC V-75 0.6/1kV,412,40,NIL,383,40,NIL,316,40,NIL,307,40,NIL,0,40,NIL,438,25,NIL,359,25,NIL,240,MM2,3,240,MM2,1,95,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.21,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 300MM2 CU PVC/SWA/PVC V-75 0.6/1kV,472,40,NIL,438,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,493,25,NIL,404,25,NIL,300,MM2,3,300,MM2,1,120,MM2,1,PVC,V-75,75,160,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.186,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 400MM2 CU PVC/SWA/PVC V-75 0.6/1kV,544,40,NIL,504,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,557,25,NIL,468,25,NIL,400,MM2,3,400,MM2,1,120,MM2,1,PVC,V-75,75,140,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.168,0,0,0,Olex,,A,
CU,4C+E,POWER,MULTI,4C+E 500MM2 CU PVC/SWA/PVC V-75 0.6/1kV,616,40,NIL,571,40,NIL,0,40,NIL,0,40,NIL,0,40,NIL,620,25,NIL,522,25,NIL,500,MM2,3,500,MM2,1,120,MM2,1,PVC,V-75,75,140,PVC,NIL,0,SWA,NIL,0.6/1kV,FALSE,0.156,0,0,0,Olex,,A,
